,SalePrice,GrLivArea,OverallQual,OverallCond,YrSold,LotArea,YearBuilt,YearRemodAdd,GarageArea,GarageCars,Fireplaces
1383,112000,1416,5,7,2007,25339,1918,2007,576,2,0
1384,105000,1258,6,5,2009,9060,1939,1950,280,1,0
1385,125500,1154,4,8,2010,5436,1922,2007,240,1,0
1386,250000,2784,7,5,2006,16692,1978,1978,564,2,2
1387,136000,2526,6,7,2007,8520,1916,1950,216,1,1
1388,377500,1746,9,5,2009,14892,2006,2007,758,3,2
1389,131000,1218,6,6,2007,6000,1941,1950,440,2,1
1390,235000,1525,7,5,2006,9100,2000,2000,541,2,0
1391,124000,1584,5,5,2009,8944,1967,1967,792,3,0
1392,123000,900,5,5,2006,7838,1967,1967,288,1,1
1393,163000,1912,6,7,2008,10800,1905,2000,672,2,1
1394,246578,1500,7,5,2006,4045,2006,2006,648,3,1
1395,281213,2482,8,5,2007,12665,2005,2006,642,3,1
1396,160000,1687,5,5,2010,57200,1948,1950,572,2,2
1397,137500,1513,5,8,2007,6120,1920,2004,180,1,0
1398,138000,1904,5,4,2009,7200,1950,1982,240,1,0
1399,137450,1608,6,6,2009,6171,1925,1990,216,1,1
1400,120000,1158,6,7,2008,6000,1929,1950,208,1,1
1401,193000,1593,6,5,2008,7415,2004,2004,398,2,1
1402,193879,1294,7,5,2006,6762,2006,2006,662,2,1
1403,282922,1464,8,5,2007,15256,2007,2007,754,3,0
1404,105000,1214,3,4,2006,10410,1915,1950,936,3,0
1405,275000,1646,8,5,2008,3842,2004,2005,482,2,1
1406,133000,768,5,7,2009,8445,1972,2007,396,2,0
1407,112000,833,5,5,2009,8780,1985,1985,0,0,0
1408,125500,1363,4,7,2010,7740,1910,1950,528,2,0
1409,215000,2093,7,6,2008,20544,1986,1991,542,2,1
1410,230000,1840,7,5,2009,12420,2001,2001,622,2,0
1411,140000,1668,6,8,2009,9600,1950,2005,271,1,0
1412,90000,1040,4,5,2009,7200,1949,1950,420,2,0
1413,257000,1844,8,5,2009,10994,2005,2006,620,2,1
1414,207000,1848,6,7,2008,13053,1923,2000,370,2,1
1415,175900,1569,7,5,2009,3635,2007,2007,660,3,1
1416,122500,2290,4,6,2010,11340,1885,1950,560,2,0
1417,340000,2450,8,5,2009,16545,1998,1998,1069,3,1
1418,124000,1144,5,5,2008,9204,1963,1963,336,1,0
1419,223000,1844,6,5,2006,16381,1969,1969,540,2,1
1420,179900,1416,6,6,2006,11700,1968,1968,776,2,1
1421,127500,1069,6,5,2010,4043,1977,1977,440,2,1
1422,136500,848,6,5,2008,4435,2003,2003,420,2,0
1423,274970,2201,6,7,2006,19690,1966,1966,432,2,1
1424,144000,1344,5,5,2007,9503,1958,1983,484,1,1
1425,142000,1252,6,6,2008,10721,1959,1959,528,2,0
1426,271000,2127,7,5,2008,10944,1994,1994,525,2,2
1427,140000,1558,5,6,2008,10930,1945,1950,288,1,1
1428,119000,804,5,7,2010,7200,1940,1992,240,1,2
1429,182900,1440,6,7,2007,12546,1981,1981,467,2,1
1430,192140,1838,5,5,2006,21930,2005,2005,372,2,1
1431,143750,958,6,6,2009,4928,1976,1976,440,2,0
1432,64500,968,4,6,2007,10800,1927,2007,216,1,0
1433,186500,1792,6,5,2008,10261,2000,2000,451,2,1
1434,160000,1126,5,5,2006,17400,1977,1977,484,2,1
1435,174000,1537,6,9,2008,8400,1962,2005,462,2,1
1436,120500,864,4,6,2007,9000,1971,1971,528,2,0
1437,394617,1932,8,5,2008,12444,2008,2008,774,3,1
1438,149700,1236,6,7,2010,7407,1957,1996,923,2,0
1439,197000,1725,7,6,2007,11584,1979,1979,550,2,1
1440,191000,2555,6,7,2008,11526,1922,1994,672,2,1
1441,149300,848,6,5,2008,4426,2004,2004,420,2,1
1442,310000,2007,10,5,2009,11003,2008,2008,812,3,1
1443,121000,952,6,6,2009,8854,1916,1950,192,1,1
1444,179600,1422,7,5,2007,8500,2004,2004,626,2,0
1445,129000,913,6,5,2007,8400,1966,1966,240,1,0
1446,157900,1188,5,7,2010,26142,1962,1962,312,1,0
1447,240000,2090,8,5,2007,10000,1995,1996,556,2,1
1448,112000,1346,4,7,2007,11767,1910,2000,384,1,0
1449,92000,630,5,7,2006,1533,1970,1970,0,0,0
1450,136000,1792,5,5,2009,9000,1974,1974,0,0,0
1451,287090,1578,8,5,2009,9262,2008,2009,840,3,1
1452,145000,1072,5,5,2006,3675,2005,2005,525,2,0
1453,84500,1140,5,5,2006,17217,2006,2006,0,0,0
1454,185000,1221,7,5,2009,7500,2004,2005,400,2,0
1455,175000,1647,6,5,2007,7917,1999,2000,460,2,1
1456,210000,2073,6,6,2010,13175,1978,1988,500,2,2
1457,266500,2340,7,9,2010,9042,1941,2006,252,1,2
1458,142125,1078,5,6,2010,9717,1950,1996,240,1,0
1459,147500,1256,5,6,2008,9937,1965,1965,276,1,0
